paper_id;year;title;abstract;key words;manual_class;gpt_class;trend_stage_numeric;classification_agreement
105;2021;Intelligent fault diagnosis of machinery using digital twin-assisted deep transfer learning;Digital twin (DT) is emerging as a key technology for smart manufacturing. The high fidelity DT model of the physical assets can produce system performance data that is close to reality, which provides remarkable opportunities for machine fault diagnosis when the measured fault condition data are insufficient. This paper presents an intelligent fault diagnosis framework for machinery based on DT and deep transfer learning. First, the DT model of the machine is built by establishing the simulation model and with further updating through continuously measured data from the physical asset. Second, all important machine conditions can be simulated from the built DT. Third, a new-type deep structure based on novel sparse de-noising auto-encoder (NSDAE) is developed and pre-trained with condition data from the source domain, as generated from the DT. Then, to achieve accurate machine fault diagnosis with possible variations in working conditions and system characteristics, the pre-trained NSDAE is fine-tuned using parameter transfer with only one sample from the target domain. The presented method is validated through a case study of triplex pump fault diagnosis. The experimental results demonstrate that the proposed method achieves intelligent fault diagnosis with a limited amount of measured data and outperforms other state-of-the-art data-driven methods.;"Deep transfer learning; Digital twin; Fault diagnosis; Novel sparse de-noising auto-encoder; Deep learning; Fault detection; Machinery; Signal encoding; Autoencoders; Condition; Intelligent fault diagnosis; Machine fault diagnosis; Transfer learning; Failure analysis";Weak;Emerging;1;0
106;2020;Industry 4.0 innovation ecosystems: An evolutionary perspective on value cocreation;Industry 4.0 considers complex interrelated IoT-based technologies for the provision of digital solutions. Such a complexity demands a vast set of capabilities that are hard to be found in a single technology provider, especially for small and medium-sized enterprises (SMEs). Innovation ecosystems allow SMEs to integrate resources and cocreate Industry 4.0 solutions. We aim to understand how such ecosystems can consolidate and evolve, and how value is cocreated within them. We adopt a social exchange perspective to consider the relationships in the ecosystem across six structural dimensions and three lifecycle stages. We analyze eleven years of an ecosystem's evolution using a technology mapping of 87 companies, 37 interviews with stakeholders, and a 2.5-year follow-up of a testbed project conducted by 8 companies. Our final framework shows that the ecosystem's mission shifted from accessing innovation funds to Industry 4.0 solution cocreation and, then, to smart business solutions cocreation. As trust and commitment grew, the power structure shifted from the centrality of business association toward a mechanism of neutral coordination of complex projects involving the university and business associations and, lastly, to a platform-driven ecosystem structure, where key technologies emerged as drivers of relationships among the companies and value cocreation. We also show the changes of reciprocity between actors, as well as in value exchange and expected rewards from the social exchange. Managers can learn how to establish technology development strategies in Industry 4.0 ecosystems, while policymakers can learn how to organize the evolution of such ecosystems.;"Industry 4.0; Innovation ecosystem; Technology providers; SMEs; Value cocreation";Mature;Buzz;4;0
107;2020;Siamese Neural Network Based Few-Shot Learning for Anomaly Detection in Industrial Cyber-Physical Systems;With the increasing population of Industry 4.0, both AI and smart techniques have been applied and become hotly discussed topics in industrial cyber-physical systems (CPS). Intelligent anomaly detection for identifying cyber-physical attacks to guarantee the work efficiency and safety is still a challenging issue, especially when dealing with few labeled data for cyber-physical security protection. In this article, we propose a few-shot learning model with Siamese convolutional neural network (FSL-SCNN), to alleviate the over-fitting issue and enhance the accuracy for intelligent anomaly detection in industrial CPS. A Siamese CNN encoding network is constructed to measure distances of input samples based on their optimized feature representations. A robust cost function design including three specific losses is then proposed to enhance the efficiency of training process. An intelligent anomaly detection algorithm is developed finally. Experiment results based on a fully labeled public dataset and a few labeled dataset demonstrate that our proposed FSL-SCNN can significantly improve false alarm rate (FAR) and F1 scores when detecting intrusion signals for industrial CPS security protection.;"Anomaly detection; security; training; task analysis; feature extraction; analytical models; object recognition";Weak;Weak;1;1
108;2019;Industry 4.0: A bibliometric analysis and detailed overview;With the arrival of Industry 4.0, the overall transformation using digital integration and intelligent engineering has taken a giant leap towards futuristic technology. All devices today are equipped with machine learning, automation has become a priority and thus another industrial revolution is in the making. In this state-of-the-art paper, we have performed bibliometric analysis and an extensive survey on recent developments in the field of “Industry 4.0”. In bibliometric analysis, different performance metrics are extracted, such as: total papers, total citations, and citation per paper. Further, top 10 of the most productive and highly cited authors, major subject areas, sources or journals, countries, and institutions are evaluated. A list of highly influential papers is also assessed. Later on, a detailed discussion of the most cited papers is analysed and a sectional classification is provided. This paper summarizes the growth structure of Industry 4.0 during the last 5 years and provides the concise background overview of Industry 4.0 related works and various application areas.;"Industry 4.0; Bibliometric analysis; Web of Science; Scopus; Bibliometric study";Mature;Mature;4;1
109;2020;Blockchain-Assisted Secure Device Authentication for Cross-Domain Industrial IoT;Industrial Internet of Things (IIoT) is considered as one of the most promising revolutionary technologies to prompt smart manufacturing and increase productivity. With manufacturing being more complicated and sophisticated, an entire manufacturing process usually involves several different administrative IoT domains (e.g., factories). Devices from different domains collaborate on the same task, which raises great security and privacy concerns about device-to-device communications. Existing authentication approaches may result in heavy key management overhead or rely on a trusted third party. Thus, security and privacy issues during communication remain unsolved but imperative. In this paper, we present an efficient block-chain-assisted secure device authentication mechanism BASA for cross-domain IIoT. Specifically, consortium blockchain is introduced to construct trust among different domains. Identity-based signature (IBS) is exploited during the authentication process. To preserve the privacy of devices, we design an identity management mechanism, which can realize that devices being authenticated remain anonymous. Besides, session keys between two parties are negotiated, which can secure the subsequent communications. Extensive experiments have been conducted to show the effectiveness and efficiency of the proposed mechanism.;"Authentication; public key; blockchain; production facilities; privacy";Emerging;Emerging;2;1
110;2021;Blockchain-Enhanced Data Sharing With Traceable and Direct Revocation in IIoT;The industrial Internet of Things (IIoT) supports recent developments in data management and information services, as well as services for smart factories. Nowadays, many mature IIoT cloud platforms are available to serve smart factories. However, due to the semicredibility nature of the IIoT cloud platforms, how to achieve secure storage, access control, information update and deletion for smart factory data, as well as the tracking and revocation of malicious users has become an urgent problem. To solve these problems, in this article, a blockchain-enhanced security access control scheme that supports traceability and revocability has been proposed in IIoT for smart factories. The blockchain first performs unified identity authentication, and stores all public keys, user attribute sets, and revocation list. The system administrator then generates system parameters and issues private keys to users. The domain administrator is responsible for formulating domain security and privacy-protection policies, and performing encryption operations. If the attributes meet the access policies and the user's ID is not in the revocation list, they can obtain the intermediate decryption parameters from the edge/cloud servers. Malicious users can be tracked and revoked during all stages if needed, which ensures the system security under the Decisional Bilinear Diffie-Hellman (DBDH) assumption and can resist multiple attacks. The evaluation has shown that the size of the public/private keys is smaller compared to other schemes, and the overhead time is less for public key generation, data encryption, and data decryption stages.;"Industrial Internet of Things; smart manufacturing; blockchain; security; access control; encryption; cloud computing";Weak;Emerging;1;0
111;2020;The smart factory as a key construct of industry 4.0: A systematic literature review;Industry 4.0 is a ubiquitous term throughout general newspapers, on company websites or in scientific journals. One of its key constructs is the smart factory, envisioned as a future state of a fully connected manufacturing system, mainly operating without human force by generating, transferring, receiving and processing necessary data to conduct all required tasks for producing all kinds of goods. Although the understanding of smart factory concepts has been sharpened in the last years, it is still difficult for industrial companies to establish a concrete strategy roadmap within the jungle of different terminologies, ideas and concepts. To generate further clarity and to consolidate the previous findings around smart factory for researchers as well as for practitioner, we conducted a systematic literature review. For this purpose, we chose a five steps approach: Scope definition, topic conceptualisation, literature search, literature analysis and synthesis, and synthesis of future research questions. During our review, we found that research within each perspective is fragmented and unequally advanced. Most publications treat single use cases with low generalizability, often rely upon machine data, typically have a technical nature and seldom incorporate impact estimations. In this paper, our key academic and practical contribution lies in the categorisation of the selected publications into eight thematic distinct perspectives within the sphere of smart factory: Decision making, cyber-physical systems, data handling, IT infrastructure, digital transformation, human machine interaction, IoT, and cloud manufacturing and services. These are further developed into the smart factory research model, stating a foundation for future research endeavors.;"Smart Factory; Industry 4.0; Data analytics; Lessons learned; Real-world";Buzz;Emerging;3;0
112;2019;Knowledge-driven digital twin manufacturing cell towards intelligent manufacturing;Rapid advances in new generation information technologies, such as big data analytics, internet of things (IoT), edge computing and artificial intelligence, have nowadays driven traditional manufacturing all the way to intelligent manufacturing. Intelligent manufacturing is characterised by autonomy and self-optimisation, which proposes new demands such as learning and cognitive capacities for manufacturing cell, known as the minimum implementation unit for intelligent manufacturing. Consequently, this paper proposes a general framework for knowledge-driven digital twin manufacturing cell (KDTMC) towards intelligent manufacturing, which could support autonomous manufacturing by an intelligent perceiving, simulating, understanding, predicting, optimising and controlling strategy. Three key enabling technologies including digital twin model, dynamic knowledge bases and knowledge-based intelligent skills for supporting the above strategy are analysed, which equip KDTMC with the capacities of self-thinking, self-decision-making, self-execution and self-improving. The implementing methods of KDTMC are also introduced by a thus constructed test bed. Three application examples about intelligent process planning, intelligent production scheduling and production process analysis and dynamic regulation demonstrate the feasibility of KDTMC, which provides a practical insight into the intelligent manufacturing paradigm.;"Intelligent manufacturing; digital twin; dynamic knowledge bases; knowledge-based intelligent skills; digital twin manufacturing cell";Mature;Emerging;4;0
113;2019;A survey of smart product-service systems: Key aspects, challenges and future perspectives;The rapid development of information and communication technologies (ICT) has enabled the prevailing digital transformation (i.e. digitalization), where physical products can be readily digitized in the virtual space and seamlessly interconnected. Meanwhile, industries are ever increasingly adopting service business models (i.e. servitization), so as to offer not only physical products but also services as a solution bundle to meet individual customer needs. Such convergence of both digitalization and servitization (i.e. digital servitization) has triggered an emerging IT-driven business paradigm, smart product-service systems (Smart PSS). As a novel paradigm coined in 2014, to the authors’ knowledge, only 2 conference papers have provided some literature review to date, and many issues remain uncovered or not comprehensively investigated. Aiming to fill this gap, this paper has conducted a systematic review of Smart PSS or related papers published ever since its first brought up to date (30/06/2019), and selected 97 representative items together with other 37 supplementary works to summarize the tendency towards Smart PSS, its business and technical aspects, current challenges, and future perspectives. From the survey, it is found that several hybrid concerns are the key challenges faced, and self-adaptiveness with sustainability, advanced IT infrastructure, human-centric perspectives, and circular lifecycle management are the core future perspectives to explore. It is hoped that this work can attract more open discussions and provide useful insights to both academics and industries in their exploration and implementation of Smart PSS.;"Circular economy; Digitalization; Product-service systems; Review; Servitization; Value co-creation";Emerging;Emerging;2;1
114;2017;Industrial Big Data in an Industry 4.0 Environment: Challenges, Schemes, and Applications for Predictive Maintenance;Industry 4.0 can make a factory smart by applying intelligent information processing approaches, communication systems, future-oriented techniques, and more. However, the high complexity, automation, and flexibility of an intelligent factory bring new challenges to reliability and safety. Industrial big data generated by multisource sensors, intercommunication within the system and external-related information, and so on, might provide new solutions for predictive maintenance to improve system reliability. This paper puts forth attributes of industrial big data processing and actively explores industrial big data processing-based predictive maintenance. A novel framework is proposed for structuring multisource heterogeneous information, characterizing structured data with consideration of the spatiotemporal property, and modeling invisible factors, which would make the production process transparent and eventually implement predictive maintenance on facilities and energy saving in the industry 4.0 era. The effectiveness of the proposed scheme was verified by analyzing multisource heterogeneous industrial data for the remaining life prediction of key components of machining equipment.;"Big data; predictive maintenance; data mining; manufacturing processes; industries; feature extraction; data models";Emerging;Emerging;2;1
115;2017;Fog of Everything: Energy-Efficient Networked Computing Architectures, Research Challenges, and a Case Study;Fog computing (FC) and Internet of Everything (IoE) are two emerging technological paradigms that, to date, have been considered standing-alone. However, because of their complementary features, we expect that their integration can foster a number of computing and network-intensive pervasive applications under the incoming realm of the future Internet. Motivated by this consideration, the goal of this position paper is fivefold. First, we review the technological attributes and platforms proposed in the current literature for the standing-alone FC and IoE paradigms. Second, by leveraging some use cases as illustrative examples, we point out that the integration of the FC and IoE paradigms may give rise to opportunities for new applications in the realms of the IoE, Smart City, Industry 4.0, and Big Data Streaming, while introducing new open issues. Third, we propose a novel technological paradigm, the Fog of Everything (FoE) paradigm, that integrates FC and IoE and then we detail the main building blocks and services of the corresponding technological platform and protocol stack. Fourth, as a proof-of-concept, we present the simulated energy-delay performance of a small-scale FoE prototype, namely, the V-FoE prototype. Afterward, we compare the obtained performance with the corresponding one of a benchmark technological platform, e.g., the V-D2D one. It exploits only device-to-device links to establish inter-thing “ad hoc” communication. Last, we point out the position of the proposed FoE paradigm over a spectrum of seemingly related recent research projects.;"Cloud computing; big data; edge computing; biological system modeling; ecosystems; smart cities";Buzz;Buzz;3;1
116;2019;The internet of things for smart manufacturing: A review;The modern manufacturing industry is investing in new technologies such as the Internet of Things (IoT), big data analytics, cloud computing and cybersecurity to cope with system complexity, increase information visibility, improve production performance, and gain competitive advantages in the global market. These advances are rapidly enabling a new generation of smart manufacturing, i.e., a cyber-physical system tightly integrating manufacturing enterprises in the physical world with virtual enterprises in cyberspace. To a great extent, realizing the full potential of cyber-physical systems depends on the development of new methodologies on the Internet of Manufacturing Things (IoMT) for data-enabled engineering innovations. This article presents a review of the IoT technologies and systems that are the drivers and foundations of data-driven innovations in smart manufacturing. We discuss the evolution of internet from computer networks to human networks to the latest era of smart and connected networks of manufacturing things (e.g., materials, sensors, equipment, people, products, and supply chain). In addition, we present a new framework that leverages IoMT and cloud computing to develop a virtual machine network. We further extend our review to IoMT cybersecurity issues that are of paramount importance to businesses and operations, as well as IoT and smart manufacturing policies that are laid out by governments around the world for the future of smart factory. Finally, we present the challenges and opportunities arising from IoMT. We hope this work will help catalyze more in-depth investigations and multi-disciplinary research efforts to advance IoMT technologies.;"Internet of Manufacturing Things (IoMT); virtual machines; network systems; sensor systems; smart manufacturing; cybersecurity; network science; manufacturing policies; opportunities; challenges";Buzz;Buzz;3;1
117;2019;Digitalisation and intelligent robotics in value chain of circular economy oriented waste management - A review;The general aim of circular economy is the most efficient and comprehensive use of resources. In order to achieve this goal, new approaches of Industry 4.0 are being developed and implemented in the field of waste management. The innovative K-project: Recycling and Recovery of Waste 4.0 - “ReWaste4.0” deals with topics such as digitalisation and the use of robotic technologies in waste management. Here, a summary of the already published results in these areas, which were divided into the four focused topics, is given: Collection and Logistics, Machines and waste treatment plants, Business models and Data Tools. Presented are systems and methods already used in waste management, as well as technologies that have already been successfully applied in other industrial sectors and will also be relevant in the waste management sector for the future. The focus is set on systems that could be used in waste treatment plants or machines in the future in order to make treatment of waste more efficient. In particular, systems which carry out the sorting of (mixed) waste via robotic technologies are of interest. Furthermore “smart bins” with sensors for material detection or level measurement, methods for digital image analysis and new business models have already been developed. The technologies are often based on large amounts of data that can contribute to increase the efficiency within plants. In addition, the results of an online market survey of companies from the waste management industry on the subject of waste management 4.0 or “digital readiness” are summarized.;"Circular economy; Digitalisation; Industry 4.0; Intelligent robotics; Internet of Things (IoT); ReWaste4.0; Smart waste factory; Waste management; Waste treatment";Emerging;Buzz;2;0
118;2021;A physics-informed machine learning approach for solving heat transfer equation in advanced manufacturing and engineering applications;A physics-informed neural network is developed to solve conductive heat transfer partial differential equation (PDE), along with convective heat transfer PDEs as boundary conditions (BCs), in manufacturing and engineering applications where parts are heated in ovens. Since convective coefficients are typically unknown, current analysis approaches based on trial-and-error finite element (FE) simulations are slow. The loss function is defined based on errors to satisfy PDE, BCs and initial condition. An adaptive normalizing scheme is developed to reduce loss terms simultaneously. In addition, theory of heat transfer is used for feature engineering. The predictions for 1D and 2D cases are validated by comparing with FE results. While comparing with theory-agnostic ML methods, it is shown that only by using physics-informed activation functions, the heat transfer beyond the training zone can be accurately predicted. Trained models were successfully used for real-time evaluation of thermal responses of parts subjected to a wide range of convective BCs.;"Physics-informed machine learning; Physics-informed neural networks (PINNs); Heat transfer equation; Advanced manufacturing applications; Partial differential equations (PDEs); Real-time prediction; Feature engineering";Emerging;Emerging;2;1
119;2020;Digital twin-driven rapid reconfiguration of the automated manufacturing system via an open architecture model;Increasing individualization demands in products call for high flexibility in the manufacturing systems to adapt changes. This paper proposes a novel digital twin-driven approach for rapid reconfiguration of automated manufacturing systems. The digital twin comprises two parts, the semi-physical simulation that maps data of the system and provides input data to the second part, which is optimization. The results of the optimization part are fed back to the semi-physical simulation for verification. Open-architecture machine tool (OAMT) is defined and developed as a new class of machine tools comprising a fixed standard platform and various individualized modules that can be added and rapidly swapped. Engineers can flexibly reconfigure the manufacturing system for catering to process planning by integrating personalized modules into its OAMTs. Key enabling techniques, including how to twin cyber and physical system and how to quickly bi-level program the production capacity and functionality of manufacturing systems to adapt rapid changes of products, are detailed. A physical implementation is conducted to verify the effectiveness of the proposed approach to achieving improved system performance while minimizing the overheads of the reconfiguration process by automating and rapidly optimizing it.;"Digital twin; Rapid reconfiguration; Automated manufacturing system; Open architecture; Reconfigurable manufacturing; Cyber-physical system";Emerging;Emerging;2;1
120;2021;Machine learning in manufacturing and industry 4.0 applications;The machine learning (ML) field has deeply impacted the manufacturing industry in the context of the Industry 4.0 paradigm. The industry 4.0 paradigm encourages the usage of smart sensors, devices, and machines, to enable smart factories that continuously collect data pertaining to production. ML techniques enable the generation of actionable intelligence by processing the collected data to increase manufacturing efficiency without significantly changing the required resources. Additionally, the ability of ML techniques to provide predictive insights has enabled discerning complex manufacturing patterns and offers a pathway for an intelligent decision support system in a variety of manufacturing tasks such as intelligent and continuous inspection, predictive maintenance, quality improvement, process optimisation, supply chain management, and task scheduling. While different ML techniques have been used in a variety of manufacturing applications in the past, many open questions and challenges remain, from Big data curation, storage, and understanding, data reasoning to enable real-time actionable intelligence to topics such as edge computing and cybersecurity aspects of smart manufacturing. Hence, this special issue is focused on bringing together a wide range of researchers to report the latest efforts in the fundamental theoretical as well as experimental aspects of ML and their applications in manufacturing and productionsystems.;"Machine learning; Industry 4.0; manufacturing analytics; big data in manufacturing; cloud manufacturing; fault detection";Weak;Buzz;1;0
121;2018;An Edge-Based Architecture to Support Efficient Applications for Healthcare Industry 4.0;"Edge computing paradigm has attracted many interests in the last few years as a valid alternative to the standard cloud-based approaches to reduce the interaction timing and the huge amount of data coming from Internet of Things (IoT) devices toward the Internet. In the next future, Edge-based approaches will be essential to support time-dependent applications in the Industry 4.0 context; thus, the paper proposes BodyEdge, a novel architecture well suited for human-centric applications, in the context of the emerging healthcare industry. It consists of a tiny mobile client module and a performing edge gateway supporting multiradio and multitechnology communication to collect and locally process data coming from different scenarios; moreover, it also exploits the facilities made available from both private and public cloud platforms to guarantee a high flexibility, robustness, and adaptive service level. The advantages of the designed software platform have been evaluated in terms of reduced transmitted data and processing time through a real implementation on different hardware platforms. The conducted study also highlighted the network conditions (data load and processing delay) in which BodyEdge is a valid and inexpensive solution for healthcare application scenarios.";"Cloud computing; medical services; edge computing; computer architecture; logic gates; industries; delays";Emerging;Weak;2;0
122;2020;Blockchain technology: Is it hype or real in the construction industry?;"The dawn of the 21st century has seen the advent of many technologies targeting commercial and financial sectors. These include Big Data, Internet of Things and FinTechs such as blockchain. Blockchain is a type of a distributed database that is used to replicate, share, and synchronise data spread across different geographical locations such as multiple sites, countries, or organisations. The main property of blockchain is that there is no central administrator or centralised data storage mechanism. Consensus algorithms govern the peer-to-peer decentralised network. Numerous benefits and applications of blockchains have resulted in it becoming popular among a broad spectrum of businesses, but is it the case in the construction industry? Given, the backward nature of the construction industry in digitalisation and its reticence to change, it becomes important to analyse the potential impact of Blockchains as a potential disruptive technology.
Although there exists a significant research gap and the potential possibility to test blockchain in the construction sector, the construction industry is historically reported as the second lowest sector to have adopted information technology. This leads to a conundrum whether blockchain is a pure technological hype or whether there is a real potential application in construction. The paper is aimed at critically analysing the application potential of blockchains in construction through a use case analysis and comprehensive literature review to resolve whether it is pure hype or real. The exploration revealed that due to the exponential uses of blockchain, investments involved, and a number of start-up businesses contributing to Industry 4.0, blockchain indeed has a credible potential in the construction industry.";"blockchains (databases); construction industry";Emerging;Weak;2;0
123;2020;Kalman-Filter-Based Integration of IMU and UWB for High-Accuracy Indoor Positioning and Navigation;The emerging Internet of Things (IoT) applications, such as smart manufacturing and smart home, lead to a huge demand on the provisioning of low-cost and high-accuracy positioning and navigation solutions. Inertial measurement unit (IMU) can provide an accurate inertial navigation solution in a short time but its positioning error increases fast with time due to the cumulative error of accelerometer measurement. On the other hand, ultrawideband (UWB) positioning and navigation accuracy will be affected by the actual environment and may lead to uncertain jumps even under line-of-sight (LOS) conditions. Therefore, it is hard to use a standalone positioning and navigation system to achieve high accuracy in indoor environments. In this article, we propose an integrated indoor positioning system (IPS) combining IMU and UWB through the extended Kalman filter (EKF) and unscented Kalman filter (UKF) to improve the robustness and accuracy. We also discuss the relationship between the geometric distribution of the base stations (BSs) and the dilution of precision (DOP) to reasonably deploy the BSs. The simulation results show that the prior information provided by IMU can significantly suppress the observation error of UWB. It is also shown that the integrated positioning and navigation accuracy of IPS significantly improves that of the least squares (LSs) algorithm, which only depends on UWB measurements. Moreover, the proposed algorithm has high computational efficiency and can realize real-time computation on general embedded devices. In addition, two random motion approximation model algorithms are proposed and evaluated in the real environment. The experimental results show that the two algorithms can achieve certain robustness and continuous tracking ability in the actual IPS.;"Navigation; Internet of Things; IP networks; approximation algorithms; distance measurement; Kalman filters; acceleration";Weak;Weak;1;1
124;2019;A Digital-Twin-Assisted Fault Diagnosis Using Deep Transfer Learning;Digital twin is a significant way to achieve smart manufacturing, and provides a new paradigm for fault diagnosis. Traditional data-based fault diagnosis methods mostly assume that the training data and test data are following the same distribution and can acquire sufficient data to train a reliable diagnosis model, which is unrealistic in the dynamic changing production process. In this paper, we present a two-phase digital-twin-assisted fault diagnosis method using deep transfer learning (DFDD), which realizes fault diagnosis both in the development and maintenance phases. At first, the potential problems that are not considered at design time can be discovered through front running the ultra-high-fidelity model in the virtual space, while a deep neural network (DNN)-based diagnosis model will be fully trained. In the second phase, the previously trained diagnosis model can be migrated from the virtual space to physical space using deep transfer learning for real-time monitoring and predictive maintenance. This ensures the accuracy of the diagnosis as well as avoids wasting time and knowledge. A case study about fault diagnosis using DFDD in a car body-side production line is presented. The results show the superiority and feasibility of our proposed method.;"Fault diagnosis; data models; manufacturing; training data; maintenance engineering; predictive models; solid modeling";Emerging;Emerging;2;1
125;2020;Value-Oriented and Ethical Technology Engineering in Industry 5.0: A Human-Centric Perspective for the Design of the Factory of the Future;Although manufacturing companies are currently situated at a transition point in what has been called Industry 4.0, a new revolutionary wave—Industry 5.0—is emerging as an ‘Age of Augmentation’ when the human and machine reconcile and work in perfect symbiosis with one another. Recent years have indeed assisted in drawing attention to the human-centric design of Cyber-Physical Production Systems (CPPS) and to the genesis of the ‘Operator 4.0’, two novel concepts that raise significant ethical questions regarding the impact of technology on workers and society at large. This paper argues that a value-oriented and ethical technology engineering in Industry 5.0 is an urgent and sensitive topic as demonstrated by a survey administered to industry leaders from different companies. The Value Sensitive Design (VSD) approach is proposed as a principled framework to illustrate how technologies enabling human–machine symbiosis in the Factory of the Future can be designed to embody elicited human values and to illustrate actionable steps that engineers and designers can take in their design projects. Use cases based on real solutions and prototypes discuss how a design-for-values approach aids in the investigation and mitigation of ethical issues emerging from the implementation of technological solutions and, hence, support the migration to a symbiotic Factory of the Future.;"Industry 4.0; Industry 5.0; human–machine interaction; Operator 4.0; smart operator; ethics; technology engineering; value sensitive design; smart factory; human factors";Buzz;Buzz;3;1
126;2019;Industry 4.0 and lean manufacturing practices for sustainable organisational performance in Indian manufacturing companies;"The current literature claims the direct effects of industry 4.0 technologies (I4?T) on lean manufacturing practices (LMP) and sustainable organisational performance (SOP). LMP are also found to have a positive influence on SOP. However, the integrated effect of I4?T and LMP on SOP has not been empirically investigated. To address this gap, this research study investigates the indirect effects of I4?T on SOP with LMP as the mediating variable; furthermore, it aims to confirm or not the direct effects of I4?T on LMP and SOP. The study is based on data collected from 205 managers, working in 115 manufacturing firms. The findings suggest significant direct and indirect effects of I4?T on SOP and confirm the presence of LMP as a strong mediating variable. The results of the study extend the literature on I4?T by identifying I4?T as an enabler of LMP, leading to enhancement of the SOP. Implications and future research directions for academicians, practitioners, and consultants are provided.";"Industry 4.0; lean manufacturing; sustainability; organisational performance; manufacturing companies";Buzz;Mature;3;0
127;2021;Improving supply chain resilience through industry 4.0: A systematic literature review under the impressions of the COVID-19 pandemic;The COVID-19 pandemic is one of the most severe supply chain disruptions in history and has challenged practitioners and scholars to improve the resilience of supply chains. Recent technological progress, especially industry 4.0, indicates promising possibilities to mitigate supply chain risks such as the COVID-19 pandemic. However, the literature lacks a comprehensive analysis of the link between industry 4.0 and supply chain resilience. To close this research gap, we present evidence from a systematic literature review, including 62 papers from high-quality journals. Based on a categorization of industry 4.0 enabler technologies and supply chain resilience antecedents, we introduce a holistic framework depicting the relationship between both areas while exploring the current state-of-the-art. To verify industry 4.0’s resilience opportunities in a severe supply chain disruption, we apply our framework to a use case, the COVID-19-affected automotive industry. Overall, our results reveal that big data analytics is particularly suitable for improving supply chain resilience, while other industry 4.0 enabler technologies, including additive manufacturing and cyber-physical systems, still lack proof of effectiveness. Moreover, we demonstrate that visibility and velocity are the resilience antecedents that benefit most from industry 4.0 implementation. We also establish that industry 4.0 holistically supports pre-disruption resilience measures, enabling more effective proactive risk management. Both research and practice can benefit from this study. While scholars may analyze resilience potentials of under-explored enabler technologies, practitioners can use our findings to guide industry 4.0 investment decisions.;"Industry 4.0; supply chain risk management; supply chain resilience; supply chain disruption; digital supply chain; literature review";Emerging;Emerging;2;1
128;2017;Design and application of Internet of things-based warehouse management system for smart logistics;Warehouse operations need to change due to the increasing complexity and variety of customer orders. The demand for real-time data and contextual information is requried because of the highly customised orders, which tend to be of small batch size but with high variety. Since the orders frequently change according to customer requirements, the synchronisation of purchase orders to support production to ensure on-time order fulfilment is of high importance. However, the inefficient and inaccurate order picking process has adverse effects on the order fulfilment. The objective of this paper is to propose an Internet of things (IoT)-based warehouse management system with an advanced data analytical approach using computational intelligence techniques to enable smart logistics for Industry 4.0. Based on the data collected from a case company, the proposed IoT-based WMS shows that the warehouse productivity, picking accuracy and efficiency can be improved and it is robust to order variability.;"Internet of Things; warehouse management system; low–volume, high-mix; Industry 4.0; smart logistics";Emerging;Emerging;2;1
129;2018;Security of smart manufacturing systems;"A revolution in manufacturing systems is underway: substantial recent investment has been directed towards the development of smart manufacturing systems that are able to respond in real time to changes in customer demands, as well as the conditions in the supply chain and in the factory itself. Smart manufacturing is a key component of the broader thrust towards Industry 4.0, and relies on the creation of a bridge between digital and physical environments through Internet of Things (IoT) technologies, coupled with enhancements to those digital environments through greater use of cloud systems, data analytics and machine learning. Whilst these individual technologies have been in development for some time, their integration with industrial systems leads to new challenges as well as potential benefits. In this paper, we explore the challenges faced by those wishing to secure smart manufacturing systems. Lessons from history suggest that where an attempt has been made to retrofit security on systems for which the primary driver was the development of functionality, there are inevitable and costly breaches. Indeed, today's manufacturing systems have started to experience this over the past few years; however, the integration of complex smart manufacturing technologies massively increases the scope for attack from adversaries aiming at industrial espionage and sabotage. The potential outcome of these attacks ranges from economic damage and lost production, through injury and loss of life, to catastrophic nation-wide effects. In this paper, we discuss the security of existing industrial and manufacturing systems, existing vulnerabilities, potential future cyber-attacks, the weaknesses of existing measures, the levels of awareness and preparedness for future security challenges, and why security must play a key role underpinning the development of future smart manufacturing systems.";"Smart manufacturing; sustainable manufacturing; design for manufacturing; Internet of Things; information security; cyber-physical systems";Weak;Mature;1;0
130;2021;Cyber-physical systems architectures for industrial internet of things applications in Industry 4.0: A literature review;The industrial scenario is undergoing exponential changes, mainly due to the different technologies that emerge quickly and the ever increasing demand. As a consequence, the number of processing devices and systems in the industries’ architectures is also increasing. Entities connectivity, physical/virtual joint functioning, interactivity, interoperability, self-organization, smart decision making, among other factors are fundamental to foster Industry 4.0 (I4.0) potential. We believe that Cyber Physical System (CPS) and Industrial Internet of Things (IIoT) will have a major role in the emerging I4.0. In this context, researchers and experts from major factories are exploring these technologies in order to keep up with this digital transformation, developing IIoT systems and CPS architectures capable of connecting network devices from different information and communications technologies (ICT) systems, virtualizing the companies’ assets and integrating them with other manufacturing sectors and companies. This article performs a survey covering the main CPS architecture models available in the industrial environment, emphasizing their key characteristics and technologies, as well as the correlations among them, pointing objectives, advantages and contribution for the IIoT introduction in I4.0. It also provides a literature review covering projects from CPSs and IIoT point-of-view, identifying main technologies employed in current state-of-the-art and how they can meet the I4.0 key features of vertical and horizontal industrial integration. Finally, the article points requirements for current and future challenges, limitations, gaps and necessary changes in the CPS architectures in order to improve and introduce them in the I4.0 scenario.;"Cloud computing; Cyber-physical systems; Industrial Internet of Things (IIoT); Industry 4.0; Service-oriented architecture";Weak;Weak;1;1
